"ID","age","real_age","year","season","n","n_nights_network","degree","norm_degree","strength","avg_strength","longevity_5x","longevity_2y","longevity_10x"
"erasmus",1,1,2022,"Breeding",104,151,73,0.70873786407767,13.6335661228028,0.186761179764422,NA,NA,NA
"erasmus",1,1,2022,"Post-breeding",101,122,76,0.76,15.0758620823117,0.198366606346206,NA,NA,NA
"estavan",6,1,2021,"Transient",133,62,76,0.575757575757576,17.7455327370054,0.233493851802703,NA,NA,NA
"estavan",7,1,2022,"Breeding",104,151,71,0.689320388349515,11.5628620020466,0.162857211296431,NA,NA,NA
"estavan",7,1,2022,"Post-breeding",101,122,76,0.76,13.6054655541433,0.179019283607149,NA,NA,NA
"etna",10,1,2017,"Post-breeding",30,81,13,0.448275862068966,1.71854631267297,0.132195870205613,11,11,11
"etretat",15,1,2021,"Transient",133,63,83,0.628787878787879,16.2919065213673,0.19628803037792,NA,NA,NA
"etretat",16,1,2022,"Breeding",104,126,69,0.669902912621359,7.73451628431681,0.112094438903142,NA,NA,NA
"etretat",16,1,2022,"Post-breeding",101,122,76,0.76,9.27576460037423,0.12204953421545,NA,NA,NA
"evermore",18,0,2022,"Breeding",104,151,69,0.669902912621359,5.64645537924266,0.0818326866556907,NA,NA,NA
"evermore",18,0,2022,"Post-breeding",101,115,76,0.76,11.2346552170021,0.147824410750028,NA,NA,NA
"faculta",20,0,2021,"Transient",133,76,77,0.583333333333333,9.43194100641347,0.122492740343032,NA,NA,NA
"faculta",21,0,2022,"Breeding",104,140,69,0.669902912621359,10.5277776535903,0.152576487733192,NA,NA,NA
"faculta",21,0,2022,"Post-breeding",101,122,76,0.76,11.8380728875419,0.15576411694134,NA,NA,NA
"fiver",19,0,2021,"Transient",133,91,88,0.666666666666667,16.3474560235843,0.185766545722548,NA,NA,NA
"fiver",20,0,2022,"Breeding",104,151,69,0.669902912621359,9.58160180353021,0.138863794254061,NA,NA,NA
"fiver",20,0,2022,"Post-breeding",101,122,70,0.7,4.265044765262,0.0609292109323142,NA,NA,NA
"galway",1,1,2020,"Transient",90,85,59,0.662921348314607,10.2709064372879,0.174083159954033,NA,NA,NA
"galway",2,1,2021,"Breeding",76,151,50,0.666666666666667,6.95845603294738,0.139169120658948,NA,NA,NA
"galway",2,1,2021,"Transient",133,91,99,0.75,16.6458530519185,0.168139929817358,NA,NA,NA
"galway",2,1,2021,"Post-breeding",98,123,57,0.587628865979381,10.997667927804,0.192941542593052,NA,NA,NA
"galway",3,1,2022,"Breeding",104,151,72,0.699029126213592,11.9230566704007,0.165598009311121,NA,NA,NA
"galway",3,1,2022,"Post-breeding",101,122,76,0.76,13.086413151761,0.172189646733697,NA,NA,NA
"gamad",2,1,2021,"Transient",133,73,90,0.681818181818182,11.5967702117494,0.128853002352771,NA,NA,NA
"gamad",3,1,2022,"Breeding",104,149,72,0.699029126213592,13.0061287399223,0.180640676943366,NA,NA,NA
"gamad",3,1,2022,"Post-breeding",101,122,76,0.76,17.2297620289281,0.226707395117474,NA,NA,NA
"geenie",0,1,2020,"Transient",90,56,60,0.674157303370786,10.4629820174789,0.174383033624649,2,2,2
"geenie",1,1,2021,"Post-breeding",98,103,59,0.608247422680412,12.8701205879022,0.218137637083089,2,2,2
"geenie",2,1,2022,"Post-breeding",101,121,76,0.76,15.349286921728,0.201964301601685,2,2,2
"gili",9,1,2018,"Transient",38,63,16,0.432432432432432,2.35711274740889,0.147319546713055,NA,NA,NA
"gili",10,1,2019,"Breeding",40,146,17,0.435897435897436,1.92113220712667,0.113007776889804,NA,NA,NA
"gili",10,1,2019,"Transient",47,90,22,0.478260869565217,2.59140081564468,0.117790946165667,NA,NA,NA
"gili",10,1,2019,"Post-breeding",43,122,25,0.595238095238095,2.26554271256445,0.090621708502578,NA,NA,NA
"gili",11,1,2020,"Breeding",58,150,23,0.403508771929825,1.61936456243193,0.0704071548883448,NA,NA,NA
"gili",11,1,2020,"Transient",90,81,47,0.528089887640449,4.42759976131042,0.0942042502406472,NA,NA,NA
"gili",11,1,2020,"Post-breeding",77,123,27,0.355263157894737,3.20947054166341,0.118869279320867,NA,NA,NA
"gili",12,1,2021,"Breeding",76,134,49,0.653333333333333,3.58684272645274,0.0732008719684234,NA,NA,NA
"gili",12,1,2021,"Transient",133,81,84,0.636363636363636,7.73238863509818,0.0920522456559308,NA,NA,NA
"gili",12,1,2021,"Post-breeding",98,122,53,0.54639175257732,6.93327754384769,0.130816557431088,NA,NA,NA
"gili",13,1,2022,"Breeding",104,130,70,0.679611650485437,10.6750214960482,0.152500307086402,NA,NA,NA
"gili",13,1,2022,"Post-breeding",101,112,76,0.76,9.56514230184902,0.125857135550645,NA,NA,NA
"gobi",11,1,2017,"Transient",33,84,9,0.28125,0.492344602204419,0.054704955800491,NA,NA,NA
"gobi",12,1,2018,"Breeding",48,151,15,0.319148936170213,0.873088254171505,0.0582058836114337,NA,NA,NA
"gobi",12,1,2018,"Transient",38,89,16,0.432432432432432,1.88226041372966,0.117641275858104,NA,NA,NA
"gobi",12,1,2018,"Post-breeding",41,123,15,0.375,0.738069432675125,0.0492046288450084,NA,NA,NA
"gobi",13,1,2019,"Breeding",40,149,17,0.435897435897436,1.09928229556404,0.0646636644449434,NA,NA,NA
"gobi",13,1,2019,"Transient",47,91,21,0.456521739130435,3.36687207432366,0.16032724163446,NA,NA,NA
"gobi",13,1,2019,"Post-breeding",43,122,24,0.571428571428571,3.07745764344022,0.128227401810009,NA,NA,NA
"gobi",14,1,2020,"Breeding",58,150,22,0.385964912280702,1.40450668421959,0.0638412129190725,NA,NA,NA
"gobi",14,1,2020,"Transient",90,89,52,0.584269662921348,4.94816931640726,0.0951571022386011,NA,NA,NA
"gobi",14,1,2020,"Post-breeding",77,118,34,0.447368421052632,3.7300492737251,0.10970733158015,NA,NA,NA
"gobi",15,1,2021,"Breeding",76,150,45,0.6,1.85889314151331,0.0413087364780735,NA,NA,NA
"gobi",15,1,2021,"Transient",133,84,78,0.590909090909091,7.93723599664653,0.101759435854443,NA,NA,NA
"gobi",15,1,2021,"Post-breeding",98,123,54,0.556701030927835,5.66740083876823,0.104951867384597,NA,NA,NA
"gobi",16,1,2022,"Breeding",104,149,66,0.640776699029126,5.47056135360364,0.0828872932364189,NA,NA,NA
"gobi",16,1,2022,"Post-breeding",101,122,76,0.76,8.46985518276445,0.111445462931111,NA,NA,NA
"halifax",1,1,2020,"Transient",90,33,17,0.191011235955056,3.50483960483961,0.2061670355788,NA,NA,NA
"halifax",2,1,2021,"Breeding",76,150,44,0.586666666666667,5.02230784303561,0.114143360068991,NA,NA,NA
"halifax",2,1,2021,"Transient",133,92,92,0.696969696969697,12.8673474908354,0.139862472726472,NA,NA,NA
"halifax",2,1,2021,"Post-breeding",98,121,54,0.556701030927835,9.57914268483919,0.177391531200726,NA,NA,NA
"halifax",3,1,2022,"Breeding",104,147,64,0.621359223300971,8.28563145350118,0.129462991460956,NA,NA,NA
"halifax",3,1,2022,"Post-breeding",101,120,76,0.76,10.3891656012543,0.136699547384925,NA,NA,NA
"hasan",2,1,2018,"Breeding",48,61,15,0.319148936170213,4.42217607887626,0.294811738591751,NA,NA,NA
"hasan",2,1,2018,"Transient",38,90,19,0.513513513513513,3.98461011042278,0.209716321601199,NA,NA,NA
"hasan",2,1,2018,"Post-breeding",41,123,27,0.675,6.37213491149952,0.236004996722204,NA,NA,NA
"hasan",3,1,2019,"Breeding",40,151,24,0.615384615384615,3.07078660134673,0.12794944172278,NA,NA,NA
"hasan",3,1,2019,"Transient",47,91,33,0.717391304347826,4.24964616824942,0.128777156613619,NA,NA,NA
"hasan",3,1,2019,"Post-breeding",43,120,35,0.833333333333333,2.74105582693874,0.0783158807696784,NA,NA,NA
"hasan",4,1,2020,"Breeding",58,152,24,0.421052631578947,2.21460673603548,0.0922752806681452,NA,NA,NA
"hasan",4,1,2020,"Transient",90,89,75,0.842696629213483,7.02687625561768,0.0936916834082357,NA,NA,NA
"hasan",4,1,2020,"Post-breeding",77,118,31,0.407894736842105,3.1471920805831,0.1015223251801,NA,NA,NA
"hasan",5,1,2021,"Breeding",76,150,46,0.613333333333333,3.6501215403228,0.0793504682678869,NA,NA,NA
"hasan",5,1,2021,"Transient",133,81,109,0.825757575757576,11.1951876317159,0.102708143410238,NA,NA,NA
"hasan",5,1,2021,"Post-breeding",98,123,51,0.525773195876289,7.36810226830035,0.144472593496085,NA,NA,NA
"hasan",6,1,2022,"Breeding",104,150,64,0.621359223300971,6.82661898321956,0.106665921612806,NA,NA,NA
"hasan",6,1,2022,"Post-breeding",101,122,74,0.74,9.37047915576968,0.12662809669959,NA,NA,NA
"hatfield",0,1,2020,"Transient",90,37,54,0.606741573033708,8.91845804979106,0.165156630551686,NA,NA,NA
"hatfield",1,1,2021,"Transient",133,55,97,0.734848484848485,18.66513734528,0.192424096343093,NA,NA,NA
"hatfield",1,1,2021,"Post-breeding",98,122,55,0.56701030927835,11.0209012085294,0.200380021973263,NA,NA,NA
"hatfield",2,1,2022,"Post-breeding",101,122,76,0.76,11.3935535924443,0.149915178847951,NA,NA,NA
"hendrix",0,1,2020,"Transient",90,80,51,0.573033707865168,7.32283222483743,0.143584945585048,NA,NA,NA
"hendrix",1,1,2021,"Breeding",76,99,50,0.666666666666667,7.66011351667379,0.153202270333476,NA,NA,NA
"hendrix",1,1,2021,"Transient",133,64,90,0.681818181818182,11.488819889661,0.127653554329566,NA,NA,NA
"hendrix",1,1,2021,"Post-breeding",98,122,55,0.56701030927835,11.0458536606596,0.200833702921084,NA,NA,NA
"hendrix",2,1,2022,"Breeding",104,148,70,0.679611650485437,13.0287745643541,0.186125350919345,NA,NA,NA
"hendrix",2,1,2022,"Post-breeding",101,122,76,0.76,12.5560357998224,0.165210997366084,NA,NA,NA
"henson",1,1,2021,"Post-breeding",98,110,56,0.577319587628866,13.3826684689782,0.238976222660324,NA,NA,NA
"henson",2,1,2022,"Post-breeding",101,122,76,0.76,16.3014514428227,0.214492782142404,NA,NA,NA
"hippocrates",14,1,2021,"Transient",133,89,43,0.325757575757576,3.32428673438209,0.0773089938228394,NA,NA,NA
"hippocrates",15,1,2022,"Breeding",104,151,59,0.572815533980582,5.21870492098332,0.0884526257793783,NA,NA,NA
"hippocrates",15,1,2022,"Post-breeding",101,122,76,0.76,6.99646082957834,0.0920586951260307,NA,NA,NA
"hoeman",18,1,2021,"Transient",133,68,82,0.621212121212121,15.8051577506578,0.192745826227535,NA,NA,NA
"hoeman",19,1,2022,"Breeding",104,148,70,0.679611650485437,7.62484113875972,0.108926301982282,NA,NA,NA
"hoeman",19,1,2022,"Post-breeding",101,122,76,0.76,14.122249682903,0.18581907477504,NA,NA,NA
"ira",2,1,2020,"Breeding",58,118,16,0.280701754385965,3.34978362091088,0.20936147630693,NA,NA,NA
"ira",2,1,2020,"Transient",90,91,32,0.359550561797753,5.72359545948544,0.17886235810892,NA,NA,NA
"ira",2,1,2020,"Post-breeding",77,120,34,0.447368421052632,4.46597277145497,0.131352140336911,NA,NA,NA
"ira",3,1,2021,"Breeding",76,150,48,0.64,4.82045516724809,0.100426149317669,NA,NA,NA
"ira",3,1,2021,"Post-breeding",98,114,74,0.762886597938144,11.0016144848412,0.148670466011367,NA,NA,NA
"ira",4,1,2022,"Breeding",104,100,71,0.689320388349515,9.18994520726414,0.129435847989636,NA,NA,NA
"ira",4,1,2022,"Post-breeding",101,78,74,0.74,11.1610637638841,0.150825185998433,NA,NA,NA
"jacob",6,1,2017,"Post-breeding",30,97,14,0.482758620689655,1.13356997810513,0.0809692841503662,10,10,10
"jacob",7,1,2018,"Post-breeding",41,50,14,0.35,1.6154318285041,0.115387987750293,10,10,10
"jacob",8,1,2019,"Post-breeding",43,76,22,0.523809523809524,3.74601496625756,0.170273407557162,10,10,10
"jacob",9,1,2020,"Transient",90,91,54,0.606741573033708,6.77577387131788,0.125477293913294,10,10,10
"jacob",9,1,2020,"Post-breeding",77,48,36,0.473684210526316,5.2603140307782,0.146119834188283,10,10,10
"jacob",10,1,2021,"Breeding",76,150,46,0.613333333333333,3.66143482266924,0.0795964091884617,10,10,10
"jaya",20,0,2020,"Transient",90,87,53,0.595505617977528,6.18215129542313,0.116644364064587,NA,23,NA
"jaya",21,0,2021,"Breeding",76,93,41,0.546666666666667,3.29042591559833,0.0802542906243495,NA,23,NA
"Jill",2,1,2020,"Transient",90,47,58,0.651685393258427,12.437261437056,0.214435542018208,NA,NA,NA
"Jill",3,1,2021,"Breeding",76,35,38,0.506666666666667,5.98328085912845,0.157454759450749,NA,NA,NA
"Jill",3,1,2021,"Post-breeding",98,122,56,0.577319587628866,11.6681551252878,0.208359912951568,NA,NA,NA
"Jill",4,1,2022,"Breeding",104,92,68,0.660194174757282,13.6724701864089,0.201065738035425,NA,NA,NA
"Jill",4,1,2022,"Post-breeding",101,121,75,0.75,15.5756541474684,0.207675388632912,NA,NA,NA
"jog",3,1,2020,"Transient",90,82,55,0.617977528089888,11.1051260080197,0.201911381963994,NA,NA,NA
"jog",4,1,2021,"Breeding",76,151,52,0.693333333333333,8.17385303557111,0.157189481453291,NA,NA,NA
"jog",4,1,2021,"Transient",133,91,100,0.757575757575758,24.8944730798004,0.248944730798004,NA,NA,NA
"jog",4,1,2021,"Post-breeding",98,122,59,0.608247422680412,14.5788080718828,0.247098441896319,NA,NA,NA
"jog",5,1,2022,"Breeding",104,151,73,0.70873786407767,14.0673898346337,0.192703970337448,NA,NA,NA
"jog",5,1,2022,"Post-breeding",101,122,76,0.76,16.3665665769732,0.215349560223332,NA,NA,NA
"jojo",2,1,2021,"Transient",133,49,76,0.575757575757576,15.311021267511,0.201460806151461,NA,NA,NA
"jojo",3,1,2022,"Breeding",104,149,67,0.650485436893204,5.18300805220462,0.0773583291373824,NA,NA,NA
"jojo",3,1,2022,"Post-breeding",101,122,76,0.76,13.1196466611037,0.172626929751364,NA,NA,NA
"jts",5,1,2017,"Transient",33,54,14,0.4375,3.19411395588347,0.228150996848819,6,6,6
"jts",6,1,2018,"Breeding",48,127,15,0.319148936170213,2.70392410392024,0.180261606928016,6,6,6
"juno",2,1,2021,"Breeding",76,151,39,0.52,2.24163810673689,0.0574779001727407,NA,NA,NA
"juno",2,1,2021,"Transient",133,33,78,0.590909090909091,8.10242581907261,0.103877254090674,NA,NA,NA
"juno",2,1,2021,"Post-breeding",98,122,52,0.536082474226804,5.96660655244478,0.114742433700861,NA,NA,NA
"juno",3,1,2022,"Post-breeding",101,116,75,0.75,14.429125809884,0.192388344131787,NA,NA,NA
"kaolin",4,1,2017,"Transient",33,91,16,0.5,1.89151920099544,0.118219950062215,NA,NA,NA
"kaolin",4,1,2017,"Post-breeding",30,116,12,0.413793103448276,0.92947664787099,0.0774563873225825,NA,NA,NA
"kaolin",8,1,2021,"Transient",133,65,81,0.613636363636364,13.3244069230331,0.164498850901643,NA,NA,NA
"kaolin",9,1,2022,"Breeding",104,151,67,0.650485436893204,5.43374166517037,0.0811006218682145,NA,NA,NA
"kaolin",9,1,2022,"Post-breeding",101,122,76,0.76,8.40021733578296,0.110529175470828,NA,NA,NA
"kasama",20,1,2021,"Transient",133,39,71,0.537878787878788,7.6424729262751,0.107640463750353,20,20,20
"kat",6,1,2020,"Transient",90,89,59,0.662921348314607,8.19895956807937,0.138965416408125,NA,NA,NA
"kat",7,1,2021,"Breeding",76,139,48,0.64,3.9855324682596,0.083031926422075,NA,NA,NA
"kat",7,1,2021,"Transient",133,82,84,0.636363636363636,12.8270716607737,0.152703234056829,NA,NA,NA
"kat",7,1,2021,"Post-breeding",98,122,58,0.597938144329897,9.64771780588974,0.166339962170513,NA,NA,NA
"kat",8,1,2022,"Breeding",104,150,58,0.563106796116505,5.70511797758344,0.0983641030617834,NA,NA,NA
"kat",8,1,2022,"Post-breeding",101,122,76,0.76,12.7312130074629,0.167515960624512,NA,NA,NA
"kazania",0,1,2021,"Transient",133,83,94,0.712121212121212,13.489652652098,0.143506943107426,NA,NA,NA
"kazania",1,1,2022,"Breeding",104,149,73,0.70873786407767,11.8787578038586,0.162722709641899,NA,NA,NA
"kazania",1,1,2022,"Post-breeding",101,122,94,0.94,14.8029576070002,0.157478272414896,NA,NA,NA
"kedros",12,1,2021,"Transient",133,68,73,0.553030303030303,14.6870373319554,0.201192292218566,NA,NA,NA
"kedros",13,1,2022,"Breeding",104,139,70,0.679611650485437,12.5715755092742,0.179593935846775,NA,NA,NA
"kilkenny",5,1,2021,"Transient",133,65,82,0.621212121212121,15.6407436122055,0.190740775758604,6,6,6
"king",2,1,2019,"Transient",47,91,24,0.521739130434783,4.04682598280003,0.168617749283335,4,4,4
"king",3,1,2020,"Breeding",58,149,28,0.491228070175439,3.0923880654066,0.110442430907379,4,4,4
"king",3,1,2020,"Transient",90,83,64,0.719101123595506,9.63676822643935,0.150574503538115,4,4,4
"king",3,1,2020,"Post-breeding",77,121,43,0.565789473684211,7.87304370638666,0.183094039683411,4,4,4
"king",4,1,2021,"Breeding",76,147,49,0.653333333333333,5.39077609847411,0.11001583874437,4,4,4
"king",4,1,2021,"Transient",133,38,89,0.674242424242424,16.5777818536583,0.186267211838857,4,4,4
"king",4,1,2021,"Post-breeding",98,119,54,0.556701030927835,9.19488382736945,0.170275626432768,4,4,4
"klil",13,1,2017,"Transient",33,39,13,0.40625,1.5804347826087,0.121571906354515,NA,NA,NA
"klil",14,1,2018,"Breeding",48,149,16,0.340425531914894,1.19599393644416,0.07474962102776,NA,NA,NA
"klil",14,1,2018,"Transient",38,88,16,0.432432432432432,1.80884214327257,0.113052633954536,NA,NA,NA
"klil",14,1,2018,"Post-breeding",41,119,17,0.425,1.16753070709715,0.0686782768880679,NA,NA,NA
"klil",15,1,2019,"Breeding",40,150,18,0.461538461538462,1.11404735613323,0.0618915197851795,NA,NA,NA
"klil",15,1,2019,"Transient",47,90,22,0.478260869565217,2.70935232119013,0.123152378235915,NA,NA,NA
"klil",15,1,2019,"Post-breeding",43,119,21,0.5,1.42322098654088,0.067772427930518,NA,NA,NA
"klil",16,1,2020,"Breeding",58,132,24,0.421052631578947,2.82098570684323,0.117541071118468,NA,NA,NA
